date,shop_id,category,units_sold,unit_price_gbp,revenue_gbp,in_promotion,promotion_discount_pct
2024-11-21,9,Bakery,90,2.14,192.6,True,10
2024-11-21,10,Coffee,105,3.47,364.35,True,10
2024-11-21,10,Cold Drinks,33,3.03,99.99,False,0
2024-11-21,10,Sandwiches,73,5.71,416.83,False,0
2024-11-21,10,Snacks,80,2.09,167.2,False,0
2024-11-21,10,Bakery,69,2.52,173.88,False,0
2024-11-22,1,Coffee,160,3.21,513.6,True,10
2024-11-22,1,Cold Drinks,65,3.12,202.8,False,0
2024-11-22,1,Sandwiches,122,5.46,666.12,False,0
2024-11-22,1,Snacks,129,2.06,265.74,False,0
2024-11-22,1,Bakery,98,2.53,247.94,False,0
2024-11-22,2,Coffee,118,3.12,368.16,True,10
2024-11-22,2,Cold Drinks,43,2.91,125.13,False,0
2024-11-22,2,Sandwiches,81,5.47,443.07,False,0
2024-11-22,2,Snacks,87,1.85,160.95,False,0
2024-11-22,2,Bakery,64,2.28,145.92,False,0
2024-11-22,3,Coffee,236,3.7,873.2,True,10
2024-11-22,3,Cold Drinks,109,3.08,335.72,False,0
2024-11-22,3,Sandwiches,144,5.72,823.68,False,0
2024-11-22,3,Snacks,152,2.23,338.96,False,0
2024-11-22,3,Bakery,135,2.73,368.55,False,0
2024-11-22,4,Coffee,128,3.27,418.56,True,10
2024-11-22,4,Cold Drinks,56,2.8,156.8,False,0
2024-11-22,4,Sandwiches,76,5.35,406.6,False,0
2024-11-22,4,Snacks,109,1.9,207.1,False,0
2024-11-22,4,Bakery,69,2.7,186.3,False,0
2024-11-22,5,Coffee,178,2.99,532.22,True,10
2024-11-22,5,Cold Drinks,68,2.66,180.88,False,0
2024-11-22,5,Sandwiches,108,4.94,533.52,False,0
2024-11-22,5,Snacks,120,1.8,216.0,False,0
2024-11-22,5,Bakery,103,2.28,234.84,False,0
2024-11-22,6,Coffee,154,3.78,582.12,True,10
2024-11-22,6,Cold Drinks,57,3.59,204.63,False,0
2024-11-22,6,Sandwiches,84,5.98,502.32,False,0
2024-11-22,6,Snacks,117,2.18,255.06,False,0
2024-11-22,6,Bakery,88,3.05,268.4,False,0
2024-11-22,7,Coffee,202,3.36,678.72,True,20
2024-11-22,7,Cold Drinks,75,3.43,257.25,False,0
2024-11-22,7,Sandwiches,121,6.24,755.04,False,0
2024-11-22,7,Snacks,119,2.36,280.84,False,0
2024-11-22,7,Bakery,124,2.96,367.04,False,0
2024-11-22,8,Coffee,126,2.83,356.58,True,10
2024-11-22,8,Cold Drinks,54,2.58,139.32,False,0
2024-11-22,8,Sandwiches,74,4.79,354.46,False,0
2024-11-22,8,Snacks,103,1.92,197.76,False,0
2024-11-22,8,Bakery,69,2.22,153.18,False,0
2024-11-22,9,Coffee,137,3.1,424.7,True,10
2024-11-22,9,Cold Drinks,63,2.84,178.92,False,0
2024-11-22,9,Sandwiches,81,5.14,416.34,False,0
2024-11-22,9,Snacks,109,1.8,196.2,False,0
2024-11-22,9,Bakery,103,2.14,220.42,True,10
2024-11-22,10,Coffee,105,3.47,364.35,True,10
2024-11-22,10,Cold Drinks,47,3.03,142.41,False,0
2024-11-22,10,Sandwiches,75,5.71,428.25,False,0
2024-11-22,10,Snacks,91,2.09,190.19,False,0
2024-11-22,10,Bakery,69,2.52,173.88,False,0
2024-11-23,1,Coffee,183,3.21,587.43,True,10
2024-11-23,1,Cold Drinks,59,3.12,184.08,False,0
2024-11-23,1,Sandwiches,99,5.46,540.54,False,0
2024-11-23,1,Snacks,114,2.06,234.84,False,0
2024-11-23,1,Bakery,79,2.53,199.87,False,0
2024-11-23,2,Coffee,80,3.12,249.6,True,10
2024-11-23,2,Cold Drinks,30,2.91,87.3,False,0
2024-11-23,2,Sandwiches,46,5.47,251.62,False,0
2024-11-23,2,Snacks,60,1.85,111.0,False,0
2024-11-23,2,Bakery,41,2.28,93.48,False,0
2024-11-23,3,Coffee,128,3.7,473.6,True,10
2024-11-23,3,Cold Drinks,50,3.08,154.0,False,0
2024-11-23,3,Sandwiches,68,5.72,388.96,False,0
2024-11-23,3,Snacks,94,2.23,209.62,False,0
2024-11-23,3,Bakery,69,2.73,188.37,False,0
2024-11-23,4,Coffee,113,3.27,369.51,True,10
2024-11-23,4,Cold Drinks,45,2.8,126.0,False,0
2024-11-23,4,Sandwiches,61,5.35,326.35,False,0
2024-11-23,4,Snacks,75,1.9,142.5,False,0
2024-11-23,4,Bakery,67,2.7,180.9,False,0
2024-11-23,5,Coffee,117,2.99,349.83,True,10
2024-11-23,5,Cold Drinks,46,2.66,122.36,False,0
2024-11-23,5,Sandwiches,75,4.94,370.5,False,0
2024-11-23,5,Snacks,76,1.8,136.8,False,0
2024-11-23,5,Bakery,69,2.28,157.32,False,0
2024-11-23,6,Coffee,128,3.78,483.84,True,10
2024-11-23,6,Cold Drinks,54,3.59,193.86,False,0
2024-11-23,6,Sandwiches,75,5.98,448.5,False,0
2024-11-23,6,Snacks,102,2.18,222.36,False,0
2024-11-23,6,Bakery,72,3.05,219.6,False,0
2024-11-23,7,Coffee,120,3.36,403.2,True,20
2024-11-23,7,Cold Drinks,42,3.43,144.06,False,0
2024-11-23,7,Sandwiches,75,6.24,468.0,False,0
2024-11-23,7,Snacks,86,2.36,202.96,False,0
2024-11-23,7,Bakery,63,2.96,186.48,False,0
2024-11-23,8,Coffee,97,2.83,274.51,True,10
2024-11-23,8,Cold Drinks,33,2.58,85.14,False,0
2024-11-23,8,Sandwiches,55,4.79,263.45,False,0
2024-11-23,8,Snacks,60,1.92,115.2,False,0
2024-11-23,8,Bakery,58,2.22,128.76,False,0
2024-11-23,9,Coffee,128,3.1,396.8,True,10
2024-11-23,9,Cold Drinks,44,2.84,124.96,False,0
2024-11-23,9,Sandwiches,71,5.14,364.94,False,0
2024-11-23,9,Snacks,91,1.8,163.8,False,0
2024-11-23,9,Bakery,81,2.14,173.34,True,10
2024-11-23,10,Coffee,101,3.47,350.47,True,10
2024-11-23,10,Cold Drinks,39,3.03,118.17,False,0
2024-11-23,10,Sandwiches,70,5.71,399.7,False,0
2024-11-23,10,Snacks,71,2.09,148.39,False,0
2024-11-23,10,Bakery,64,2.52,161.28,False,0
2024-11-24,1,Coffee,145,3.21,465.45,True,10
2024-11-24,1,Cold Drinks,39,3.12,121.68,False,0
2024-11-24,1,Sandwiches,70,5.46,382.2,False,0
2024-11-24,1,Snacks,81,2.06,166.86,False,0
2024-11-24,1,Bakery,66,2.53,166.98,False,0
2024-11-24,2,Coffee,61,3.12,190.32,True,10
2024-11-24,2,Cold Drinks,20,2.91,58.2,False,0
2024-11-24,2,Sandwiches,36,5.47,196.92,False,0
2024-11-24,2,Snacks,38,1.85,70.3,False,0
2024-11-24,2,Bakery,42,2.28,95.76,False,0
2024-11-24,3,Coffee,110,3.7,407.0,True,10
2024-11-24,3,Cold Drinks,36,3.08,110.88,False,0
2024-11-24,3,Sandwiches,65,5.72,371.8,False,0
2024-11-24,3,Snacks,66,2.23,147.18,False,0
2024-11-24,3,Bakery,56,2.73,152.88,False,0
2024-11-24,4,Coffee,83,3.27,271.41,True,10
2024-11-24,4,Cold Drinks,36,2.8,100.8,False,0
2024-11-24,4,Sandwiches,50,5.35,267.5,False,0
2024-11-24,4,Snacks,68,1.9,129.2,False,0
2024-11-24,4,Bakery,47,2.7,126.9,False,0
2024-11-24,5,Coffee,92,2.99,275.08,True,10
2024-11-24,5,Cold Drinks,30,2.66,79.8,False,0
2024-11-24,5,Sandwiches,55,4.94,271.7,False,0
2024-11-24,5,Snacks,60,1.8,108.0,False,0
2024-11-24,5,Bakery,53,2.28,120.84,False,0
2024-11-24,6,Coffee,114,3.78,430.92,True,10
2024-11-24,6,Cold Drinks,31,3.59,111.29,False,0
2024-11-24,6,Sandwiches,59,5.98,352.82,False,0
2024-11-24,6,Snacks,68,2.18,148.24,False,0
2024-11-24,6,Bakery,49,3.05,149.45,False,0
2024-11-24,7,Coffee,82,3.78,309.96,True,10
2024-11-24,7,Cold Drinks,36,3.43,123.48,False,0
2024-11-24,7,Sandwiches,60,6.24,374.4,False,0
2024-11-24,7,Snacks,55,2.36,129.8,False,0
2024-11-24,7,Bakery,51,2.96,150.96,False,0
2024-11-24,8,Coffee,66,2.83,186.78,True,10
2024-11-24,8,Cold Drinks,25,2.58,64.5,False,0
2024-11-24,8,Sandwiches,35,4.79,167.65,False,0
2024-11-24,8,Snacks,54,1.92,103.68,False,0
2024-11-24,8,Bakery,44,2.22,97.68,False,0
2024-11-24,9,Coffee,89,3.1,275.9,True,10
2024-11-24,9,Cold Drinks,35,2.84,99.4,False,0
2024-11-24,9,Sandwiches,54,5.14,277.56,False,0
2024-11-24,9,Snacks,73,1.8,131.4,False,0
2024-11-24,9,Bakery,59,2.14,126.26,True,10
2024-11-24,10,Coffee,76,3.47,263.72,True,10
2024-11-24,10,Cold Drinks,28,3.03,84.84,False,0
2024-11-24,10,Sandwiches,49,5.71,279.79,False,0
2024-11-24,10,Snacks,65,2.09,135.85,False,0
2024-11-24,10,Bakery,45,2.52,113.4,False,0
2024-11-25,1,Coffee,151,3.21,484.71,True,10
2024-11-25,1,Cold Drinks,56,3.12,174.72,False,0
2024-11-25,1,Sandwiches,93,5.46,507.78,False,0
2024-11-25,1,Snacks,103,2.06,212.18,False,0
2024-11-25,1,Bakery,85,2.53,215.05,False,0
2024-11-25,2,Coffee,96,3.12,299.52,True,10
2024-11-25,2,Cold Drinks,31,2.91,90.21,False,0
2024-11-25,2,Sandwiches,52,5.47,284.44,False,0
2024-11-25,2,Snacks,59,1.85,109.15,False,0
2024-11-25,2,Bakery,55,2.28,125.4,False,0
2024-11-25,3,Coffee,173,3.7,640.1,True,10
2024-11-25,3,Cold Drinks,80,3.08,246.4,False,0
2024-11-25,3,Sandwiches,112,5.72,640.64,False,0
2024-11-25,3,Snacks,130,2.23,289.9,False,0
2024-11-25,3,Bakery,94,2.73,256.62,False,0
2024-11-25,4,Coffee,124,3.27,405.48,True,10
2024-11-25,4,Cold Drinks,42,2.8,117.6,False,0
2024-11-25,4,Sandwiches,67,5.35,358.45,False,0
2024-11-25,4,Snacks,90,1.9,171.0,False,0
2024-11-25,4,Bakery,67,2.7,180.9,False,0
2024-11-25,5,Coffee,132,2.99,394.68,True,10
2024-11-25,5,Cold Drinks,58,2.66,154.28,False,0
2024-11-25,5,Sandwiches,80,4.94,395.2,False,0
2024-11-25,5,Snacks,105,1.8,189.0,False,0
2024-11-25,5,Bakery,79,2.28,180.12,False,0
2024-11-25,6,Coffee,117,3.78,442.26,True,10
2024-11-25,6,Cold Drinks,47,3.59,168.73,False,0
2024-11-25,6,Sandwiches,75,5.98,448.5,False,0
2024-11-25,6,Snacks,110,2.18,239.8,False,0
2024-11-25,6,Bakery,67,3.05,204.35,False,0
2024-11-25,7,Coffee,155,3.78,585.9,True,10
2024-11-25,7,Cold Drinks,60,3.43,205.8,False,0
2024-11-25,7,Sandwiches,98,6.6,646.8,False,0
2024-11-25,7,Snacks,120,2.36,283.2,False,0
2024-11-25,7,Bakery,100,2.96,296.0,False,0
2024-11-25,8,Coffee,120,2.83,339.6,True,10
2024-11-25,8,Cold Drinks,37,2.58,95.46,False,0
2024-11-25,8,Sandwiches,71,4.79,340.09,False,0
2024-11-25,8,Snacks,67,1.92,128.64,False,0
2024-11-25,8,Bakery,66,2.22,146.52,False,0
2024-11-25,9,Coffee,139,3.1,430.9,True,10
2024-11-25,9,Cold Drinks,43,2.84,122.12,False,0
2024-11-25,9,Sandwiches,68,5.14,349.52,False,0
2024-11-25,9,Snacks,82,1.8,147.6,False,0
2024-11-25,9,Bakery,78,2.14,166.92,True,10
2024-11-25,10,Coffee,111,3.47,385.17,True,10
2024-11-25,10,Cold Drinks,36,3.03,109.08,False,0
2024-11-25,10,Sandwiches,59,5.71,336.89,False,0
2024-11-25,10,Snacks,78,2.09,163.02,False,0
2024-11-25,10,Bakery,64,2.52,161.28,False,0
2024-11-26,1,Coffee,166,3.21,532.86,True,10
2024-11-26,1,Cold Drinks,52,3.12,162.24,False,0
2024-11-26,1,Sandwiches,104,5.46,567.84,False,0
2024-11-26,1,Snacks,126,2.06,259.56,False,0
2024-11-26,1,Bakery,106,2.53,268.18,False,0
2024-11-26,2,Coffee,119,3.12,371.28,True,10
2024-11-26,2,Cold Drinks,32,2.91,93.12,False,0
2024-11-26,2,Sandwiches,67,5.47,366.49,False,0
2024-11-26,2,Snacks,68,1.85,125.8,False,0
2024-11-26,2,Bakery,50,2.42,121.0,False,0
2024-11-26,3,Coffee,210,3.7,777.0,True,10
2024-11-26,3,Cold Drinks,82,3.08,252.56,False,0
2024-11-26,3,Sandwiches,132,5.72,755.04,False,0
2024-11-26,3,Snacks,140,2.23,312.2,False,0
2024-11-26,3,Bakery,120,2.73,327.6,False,0
2024-11-26,4,Coffee,134,3.27,438.18,True,10
2024-11-26,4,Cold Drinks,44,2.8,123.2,False,0
2024-11-26,4,Sandwiches,72,5.35,385.2,False,0
2024-11-26,4,Snacks,84,1.9,159.6,False,0
2024-11-26,4,Bakery,66,2.7,178.2,False,0
2024-11-26,5,Coffee,160,2.99,478.4,True,10
2024-11-26,5,Cold Drinks,53,2.66,140.98,False,0
2024-11-26,5,Sandwiches,100,4.94,494.0,False,0
2024-11-26,5,Snacks,107,1.8,192.6,False,0
2024-11-26,5,Bakery,87,2.28,198.36,False,0
2024-11-26,6,Coffee,144,3.78,544.32,True,10
2024-11-26,6,Cold Drinks,55,3.59,197.45,False,0
2024-11-26,6,Sandwiches,77,5.98,460.46,False,0
2024-11-26,6,Snacks,108,2.18,235.44,False,0
2024-11-26,6,Bakery,72,3.05,219.6,False,0
2024-11-26,7,Coffee,189,3.78,714.42,True,10
2024-11-26,7,Cold Drinks,56,3.43,192.08,False,0
2024-11-26,7,Sandwiches,121,6.6,798.6,False,0
2024-11-26,7,Snacks,127,2.36,299.72,False,0
2024-11-26,7,Bakery,108,2.96,319.68,False,0
2024-11-26,8,Coffee,110,2.83,311.3,True,10
2024-11-26,8,Cold Drinks,38,2.58,98.04,False,0
2024-11-26,8,Sandwiches,72,4.79,344.88,False,0
2024-11-26,8,Snacks,75,1.92,144.0,False,0
2024-11-26,8,Bakery,69,2.22,153.18,False,0
2024-11-26,9,Coffee,160,3.1,496.0,True,10
2024-11-26,9,Cold Drinks,45,2.84,127.8,False,0
2024-11-26,9,Sandwiches,74,5.14,380.36,False,0
2024-11-26,9,Snacks,89,1.8,160.2,False,0
2024-11-26,9,Bakery,80,2.14,171.2,True,10
2024-11-26,10,Coffee,109,3.47,378.23,True,10
2024-11-26,10,Cold Drinks,37,3.03,112.11,False,0
2024-11-26,10,Sandwiches,65,5.71,371.15,False,0
2024-11-26,10,Snacks,79,2.09,165.11,False,0
2024-11-26,10,Bakery,67,2.52,168.84,False,0
2024-11-27,1,Coffee,180,3.21,577.8,True,10
2024-11-27,1,Cold Drinks,47,3.12,146.64,False,0
2024-11-27,1,Sandwiches,114,5.46,622.44,False,0
2024-11-27,1,Snacks,101,2.06,208.06,False,0
2024-11-27,1,Bakery,89,2.53,225.17,False,0
2024-11-27,2,Coffee,95,3.12,296.4,True,10
2024-11-27,2,Cold Drinks,28,2.91,81.48,False,0
2024-11-27,2,Sandwiches,52,5.47,284.44,False,0
2024-11-27,2,Snacks,66,1.85,122.1,False,0
2024-11-27,2,Bakery,51,2.42,123.42,False,0
2024-11-27,3,Coffee,193,3.7,714.1,True,10
2024-11-27,3,Cold Drinks,63,3.08,194.04,False,0
2024-11-27,3,Sandwiches,128,5.72,732.16,False,0
2024-11-27,3,Snacks,128,2.23,285.44,False,0
2024-11-27,3,Bakery,97,2.73,264.81,False,0
2024-11-27,4,Coffee,133,3.27,434.91,True,10
2024-11-27,4,Cold Drinks,39,2.8,109.2,False,0
2024-11-27,4,Sandwiches,75,5.35,401.25,False,0
2024-11-27,4,Snacks,79,1.9,150.1,False,0
2024-11-27,4,Bakery,61,2.7,164.7,False,0
2024-11-27,5,Coffee,152,2.99,454.48,True,10
2024-11-27,5,Cold Drinks,43,2.66,114.38,False,0
2024-11-27,5,Sandwiches,84,4.94,414.96,False,0
2024-11-27,5,Snacks,101,1.8,181.8,False,0
2024-11-27,5,Bakery,84,2.28,191.52,False,0
2024-11-27,6,Coffee,147,3.78,555.66,True,10
2024-11-27,6,Cold Drinks,36,3.59,129.24,False,0
2024-11-27,6,Sandwiches,80,5.98,478.4,False,0
2024-11-27,6,Snacks,89,2.18,194.02,False,0
2024-11-27,6,Bakery,62,3.05,189.1,False,0
2024-11-27,7,Coffee,205,3.78,774.9,True,10
2024-11-27,7,Cold Drinks,51,3.43,174.93,False,0
2024-11-27,7,Sandwiches,88,6.6,580.8,False,0
2024-11-27,7,Snacks,126,2.36,297.36,False,0
2024-11-27,7,Bakery,97,2.96,287.12,False,0
2024-11-27,8,Coffee,133,2.83,376.39,True,10
2024-11-27,8,Cold Drinks,36,2.58,92.88,False,0
2024-11-27,8,Sandwiches,62,4.79,296.98,False,0
2024-11-27,8,Snacks,80,1.92,153.6,False,0
2024-11-27,8,Bakery,56,2.22,124.32,False,0
2024-11-27,9,Coffee,135,3.1,418.5,True,10
2024-11-27,9,Cold Drinks,36,2.84,102.24,False,0
2024-11-27,9,Sandwiches,70,5.14,359.8,False,0
2024-11-27,9,Snacks,100,1.8,180.0,False,0
2024-11-27,9,Bakery,84,2.14,179.76,True,10
2024-11-27,10,Coffee,104,3.47,360.88,True,10
2024-11-27,10,Cold Drinks,29,3.03,87.87,False,0
2024-11-27,10,Sandwiches,74,5.71,422.54,False,0
2024-11-27,10,Snacks,71,2.09,148.39,False,0
2024-11-27,10,Bakery,58,2.52,146.16,False,0
2024-11-28,1,Coffee,198,3.21,635.58,True,10
2024-11-28,1,Cold Drinks,49,3.12,152.88,False,0
2024-11-28,1,Sandwiches,113,5.46,616.98,False,0
2024-11-28,1,Snacks,109,2.06,224.54,False,0
2024-11-28,1,Bakery,101,2.53,255.53,False,0
2024-11-28,2,Coffee,107,3.12,333.84,True,10
2024-11-28,2,Cold Drinks,32,2.91,93.12,False,0
2024-11-28,2,Sandwiches,61,5.47,333.67,False,0
2024-11-28,2,Snacks,82,1.85,151.7,False,0
2024-11-28,2,Bakery,50,2.42,121.0,False,0
2024-11-28,3,Coffee,198,3.7,732.6,True,10
2024-11-28,3,Cold Drinks,85,3.08,261.8,False,0
2024-11-28,3,Sandwiches,136,5.72,777.92,False,0
2024-11-28,3,Snacks,153,2.23,341.19,False,0
2024-11-28,3,Bakery,133,2.73,363.09,False,0
2024-11-28,4,Coffee,139,3.27,454.53,True,10
2024-11-28,4,Cold Drinks,47,2.8,131.6,False,0
2024-11-28,4,Sandwiches,84,5.35,449.4,False,0
2024-11-28,4,Snacks,90,1.9,171.0,False,0
2024-11-28,4,Bakery,69,2.7,186.3,False,0
2024-11-28,5,Coffee,180,2.99,538.2,True,10
2024-11-28,5,Cold Drinks,53,2.66,140.98,False,0
2024-11-28,5,Sandwiches,108,4.94,533.52,False,0
2024-11-28,5,Snacks,117,1.8,210.6,False,0
2024-11-28,5,Bakery,85,2.28,193.8,False,0
2024-11-28,6,Coffee,145,3.78,548.1,True,10
2024-11-28,6,Cold Drinks,42,3.59,150.78,False,0
2024-11-28,6,Sandwiches,88,5.98,526.24,False,0
2024-11-28,6,Snacks,101,2.18,220.18,False,0
2024-11-28,6,Bakery,73,3.05,222.65,False,0
2024-11-28,7,Coffee,172,3.78,650.16,True,10
2024-11-28,7,Cold Drinks,62,3.43,212.66,False,0
2024-11-28,7,Sandwiches,107,6.6,706.2,False,0
2024-11-28,7,Snacks,127,2.36,299.72,False,0
2024-11-28,7,Bakery,96,2.96,284.16,False,0
2024-11-28,8,Coffee,130,2.83,367.9,True,10
2024-11-28,8,Cold Drinks,40,2.58,103.2,False,0
2024-11-28,8,Sandwiches,79,4.79,378.41,False,0
2024-11-28,8,Snacks,87,1.92,167.04,False,0
2024-11-28,8,Bakery,69,2.22,153.18,False,0
2024-11-28,9,Coffee,160,3.1,496.0,True,10
2024-11-28,9,Cold Drinks,46,2.84,130.64,False,0
2024-11-28,9,Sandwiches,73,5.14,375.22,False,0
2024-11-28,9,Snacks,108,1.8,194.4,False,0
2024-11-28,9,Bakery,101,2.14,216.14,True,10
2024-11-28,10,Coffee,127,3.47,440.69,True,10
2024-11-28,10,Cold Drinks,38,3.03,115.14,False,0
2024-11-28,10,Sandwiches,61,5.71,348.31,False,0
2024-11-28,10,Snacks,78,2.09,163.02,False,0
2024-11-28,10,Bakery,82,2.52,206.64,False,0
2024-11-29,1,Coffee,183,3.21,587.43,True,10
2024-11-29,1,Cold Drinks,64,3.12,199.68,False,0
2024-11-29,1,Sandwiches,110,5.46,600.6,False,0
2024-11-29,1,Snacks,138,2.06,284.28,False,0
2024-11-29,1,Bakery,96,2.53,242.88,False,0
2024-11-29,2,Coffee,121,3.12,377.52,True,10
2024-11-29,2,Cold Drinks,36,2.91,104.76,False,0
2024-11-29,2,Sandwiches,62,5.47,339.14,False,0
2024-11-29,2,Snacks,88,1.85,162.8,False,0
2024-11-29,2,Bakery,60,2.42,145.2,False,0
2024-11-29,3,Coffee,248,3.7,917.6,True,10
2024-11-29,3,Cold Drinks,83,3.08,255.64,False,0
2024-11-29,3,Sandwiches,133,5.72,760.76,False,0
2024-11-29,3,Snacks,152,2.23,338.96,False,0
2024-11-29,3,Bakery,139,2.73,379.47,False,0
2024-11-29,4,Coffee,148,3.27,483.96,True,10
2024-11-29,4,Cold Drinks,49,2.87,140.63,False,0
2024-11-29,4,Sandwiches,83,5.35,444.05,False,0
2024-11-29,4,Snacks,100,1.9,190.0,False,0
2024-11-29,4,Bakery,76,2.7,205.2,False,0
2024-11-29,5,Coffee,210,2.99,627.9,True,10
2024-11-29,5,Cold Drinks,63,2.66,167.58,False,0
2024-11-29,5,Sandwiches,105,4.94,518.7,False,0
2024-11-29,5,Snacks,115,1.8,207.0,False,0
2024-11-29,5,Bakery,98,2.28,223.44,False,0
2024-11-29,6,Coffee,153,3.78,578.34,True,10
2024-11-29,6,Cold Drinks,47,3.59,168.73,False,0
2024-11-29,6,Sandwiches,83,5.98,496.34,False,0
2024-11-29,6,Snacks,114,2.18,248.52,False,0
2024-11-29,6,Bakery,101,3.05,308.05,False,0
2024-11-29,7,Coffee,218,3.92,854.56,True,10
2024-11-29,7,Cold Drinks,74,3.43,253.82,False,0
2024-11-29,7,Sandwiches,129,6.6,851.4,False,0
2024-11-29,7,Snacks,140,2.36,330.4,False,0
2024-11-29,7,Bakery,115,2.96,340.4,False,0
2024-11-29,8,Coffee,129,2.83,365.07,True,10
2024-11-29,8,Cold Drinks,46,2.58,118.68,False,0
2024-11-29,8,Sandwiches,80,4.79,383.2,False,0
2024-11-29,8,Snacks,82,1.92,157.44,False,0
2024-11-29,8,Bakery,84,2.22,186.48,False,0
2024-11-29,9,Coffee,148,3.1,458.8,True,10
2024-11-29,9,Cold Drinks,62,2.84,176.08,False,0
2024-11-29,9,Sandwiches,91,5.14,467.74,False,0
2024-11-29,9,Snacks,108,1.8,194.4,False,0
2024-11-29,9,Bakery,114,2.14,243.96,True,10
2024-11-29,10,Coffee,109,3.47,378.23,True,10
2024-11-29,10,Cold Drinks,42,3.03,127.26,False,0
2024-11-29,10,Sandwiches,72,5.71,411.12,False,0
2024-11-29,10,Snacks,86,2.09,179.74,False,0
2024-11-29,10,Bakery,75,2.52,189.0,False,0
2024-11-30,1,Coffee,140,3.21,449.4,True,10
2024-11-30,1,Cold Drinks,61,3.12,190.32,False,0
2024-11-30,1,Sandwiches,90,5.46,491.4,False,0
2024-11-30,1,Snacks,104,2.06,214.24,False,0
2024-11-30,1,Bakery,86,2.53,217.58,False,0
2024-11-30,2,Coffee,66,3.12,205.92,True,10
2024-11-30,2,Cold Drinks,29,2.91,84.39,False,0
2024-11-30,2,Sandwiches,44,5.47,240.68,False,0
2024-11-30,2,Snacks,50,1.85,92.5,False,0
2024-11-30,2,Bakery,46,2.42,111.32,False,0
2024-11-30,3,Coffee,97,3.7,358.9,True,10
2024-11-30,3,Cold Drinks,61,3.08,187.88,False,0
2024-11-30,3,Sandwiches,75,5.72,429.0,False,0
2024-11-30,3,Snacks,78,2.23,173.94,False,0
2024-11-30,3,Bakery,74,2.73,202.02,False,0
2024-11-30,4,Coffee,111,3.27,362.97,True,10
2024-11-30,4,Cold Drinks,52,2.87,149.24,False,0
2024-11-30,4,Sandwiches,76,5.35,406.6,False,0
2024-11-30,4,Snacks,72,1.9,136.8,False,0
2024-11-30,4,Bakery,58,2.7,156.6,False,0
2024-11-30,5,Coffee,101,3.06,309.06,True,10
2024-11-30,5,Cold Drinks,48,2.66,127.68,False,0
2024-11-30,5,Sandwiches,77,4.94,380.38,False,0
2024-11-30,5,Snacks,73,1.8,131.4,False,0
2024-11-30,5,Bakery,66,2.28,150.48,False,0
2024-11-30,6,Coffee,111,3.78,419.58,True,10
2024-11-30,6,Cold Drinks,49,3.59,175.91,False,0
2024-11-30,6,Sandwiches,77,5.98,460.46,False,0
2024-11-30,6,Snacks,97,2.18,211.46,False,0
2024-11-30,6,Bakery,64,3.05,195.2,False,0
2024-11-30,7,Coffee,100,3.92,392.0,True,10
2024-11-30,7,Cold Drinks,44,3.43,150.92,False,0
2024-11-30,7,Sandwiches,61,6.6,402.6,False,0
2024-11-30,7,Snacks,76,2.36,179.36,False,0
2024-11-30,7,Bakery,68,2.96,201.28,False,0
2024-11-30,8,Coffee,162,2.83,458.46,True,10
2024-11-30,8,Cold Drinks,53,2.58,136.74,False,0
2024-11-30,8,Sandwiches,99,4.79,474.21,False,0
2024-11-30,8,Snacks,88,1.92,168.96,False,0
2024-11-30,8,Bakery,86,2.22,190.92,False,0
2024-11-30,9,Coffee,107,3.1,331.7,True,10
2024-11-30,9,Cold Drinks,41,2.84,116.44,False,0
2024-11-30,9,Sandwiches,76,5.14,390.64,False,0
2024-11-30,9,Snacks,84,1.8,151.2,False,0
2024-11-30,9,Bakery,84,2.14,179.76,True,10
2024-11-30,10,Coffee,98,3.47,340.06,True,10
2024-11-30,10,Cold Drinks,40,3.03,121.2,False,0
2024-11-30,10,Sandwiches,60,5.71,342.6,False,0
2024-11-30,10,Snacks,74,2.09,154.66,False,0
2024-11-30,10,Bakery,62,2.52,156.24,False,0
2024-12-01,1,Coffee,120,3.57,428.4,False,0
2024-12-01,1,Cold Drinks,33,3.12,102.96,False,0
2024-12-01,1,Sandwiches,74,5.46,404.04,False,0
2024-12-01,1,Snacks,80,2.06,164.8,False,0
2024-12-01,1,Bakery,86,2.15,184.9,True,15
2024-12-01,2,Coffee,60,3.47,208.2,False,0
2024-12-01,2,Cold Drinks,18,2.91,52.38,False,0
2024-12-01,2,Sandwiches,32,5.47,175.04,False,0
2024-12-01,2,Snacks,45,1.85,83.25,False,0
2024-12-01,2,Bakery,45,2.06,92.7,True,15
2024-12-01,3,Coffee,109,4.11,447.99,False,0
2024-12-01,3,Cold Drinks,30,3.08,92.4,False,0
2024-12-01,3,Sandwiches,64,5.72,366.08,False,0
2024-12-01,3,Snacks,75,2.23,167.25,False,0
2024-12-01,3,Bakery,75,2.32,174.0,True,15
2024-12-01,4,Coffee,102,3.63,370.26,False,0
2024-12-01,4,Cold Drinks,25,2.87,71.75,False,0
2024-12-01,4,Sandwiches,51,5.35,272.85,False,0
2024-12-01,4,Snacks,60,1.9,114.0,False,0
2024-12-01,4,Bakery,66,2.29,151.14,True,15
2024-12-01,5,Coffee,97,3.4,329.8,False,0
2024-12-01,5,Cold Drinks,28,2.66,74.48,False,0
2024-12-01,5,Sandwiches,47,4.94,232.18,False,0
2024-12-01,5,Snacks,56,1.8,100.8,False,0
2024-12-01,5,Bakery,65,1.94,126.1,True,15
